identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
17v07p33,"Stowe, Kennedy, Chartiers, Fairywood",Plate 33,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Stowe (Township),,Allegheny County (Pa.),Kennedy (Township),,Allegheny County (Pa.),Chartiers (Township),,Allegheny,Pittsburgh,Fairywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillcrest ave, Elizabeth ave, Patterson ave, Main st, Phillips ave, Dellenbach st, Hester ave, Grandview ave, Fourteenth st, Fifteenth st, Louise st, McCoy rd, Sampson st, Edward st, Williams st, Thirteenth st, William st, Division st, Leah st, Hober st, Mary st, John st, Speer st, Grace st, Evanston ave, Gordon st, Dressler ave, Evans ave, Schley ave, Clark st, Shafter ave, Sarah st, 13th st, River st, Center st, Odessa ave, Redwood al, 9th st, Orchard st, 12th st, Macoubry st, Knox, Rudolph st, Granite ave, Fern al, Poplar st, Fleming Park rd, 11th st, Liberty st, Caldwell st, Margaret st, James st, Nat al, McKee ave, Ohio st, Nichol ave, Young st, 14th st, Scully rd, School st, Wind Gap ave, Dohrman ave, Singer ave, Railroad al, Sampson st, McDonald st, Strawberry al, Middletown rd, Conroy st, Anderson way, (Forest Grove) Pine Hollow rd, Grace st, McCoy rd, Fleming Park rd, Henry st, Fleming ave, Park ave, Island ave, Cottage ave, Frank st, Apple al, Park rd, Franklin ave, Willow st, Hickory st, Plum al, William st, Rose al, Ewing st, Cherry al, Short st, Lincoln ave, Hill st, Valley st, Ewing rd, Locust st, Penn al, Bates ave, Funston ave, Duke st, Grandview st, Wainwright ave, Thompson st, Wheeler ave, Woodward ave, Orr st, Broadway, Derby al, Glenn way, Glenn al, Dean way, Erie st, Federal al, Green st, Walther st, McCoy ave, Shady ave, Roosevelt ave, Ravine st, Charles st, Neville ave, Stowe ave, Davis ave, Wood ave, Sampson ave, Dewey ave, Euclid ave, Grant st ","St. Mary De Sales Roman Catholic Cemetery, Steps, Steps, Steps, Tunnel, Well, Well, Well, Back Channel [Ohio River], Pittsburgh & Lake Erie Railroad (New York Central & Hudson River Railroad), Pittsburgh, Chartiers & Youghiogheny Railway & Ohio Connecting Railway, Shade Hollow Run, Cemetery, Ohio Valley Water Co Reservoir, Scull"
17v07p34,"Neville Island, Davis Island",Plate 34,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Neville Island,,Allegheny County (Pa.),Davis Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4th ave, Ohio st, Phillips st, Omaha al, Pressing rd, Concliff ave, Lenoria ave, Royal ave, Montour st, Agnes st, N Elsie ave, Maple st, Watters al, Walnut al, S Hubert ave, S Elsie ave, River dr, Summer al, Grand ave, Neville ave, Fourth st, Third st, Second st, N Hubert ave, Spring al, First st ","Ohio River (Back Channel), Porters Run, Toll Bridge, Island ""A"", Ohio River (Back Channel), Well, Well, Well, Davis Island Dam, Well, Well, Well, Pittsburgh, Chartiers & Youghiogheny Railway Right of Way, Pittsburgh, Chartiers & Youghiogheny Railway Right of Way, Island ""A"", Montour Run, Well, Trestle, Well, Ohio (Back Channel)"
17v07p35,Coraopolis,Plate 35,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Coraopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hazel al, Euclid ave, Buckingham pl, East rd, Vine st, Lemoyne ave, Ferrel st, Edgewood ave, Shady pl, Stratford ave, George st, Howard st, Short st, Wellesley ave, Union st, Hiland ave, Orchard st, Barn st, Robert st, Cornell st, State ave, Francis st, Petroleum st, Center st, Elm st, Devonshire rd, Vance ave, Concliff ave, Laurel ave, Claire ave, Woodlawn dr, Main st, Grandview ave, Locust ave, Forest ave, Forest st, Watson st, Fifth ave, McCord al, Montour st, Fleming st, Orchard al, State ave, Ridge ave, Pine al, Fourth ave, Arch st, Maple st, School st, Vesta st, Woodland st ","U S Harbor Line, McCabe Run, Coraopolis Cemetery, Borough Line, McCabe's Run, Montour Railroad, Walk, Steps, Steps, Borough Line, Borough Line, Coraopolis Cemetery, Borough Line, Ward Line, Ward Line, Well, Well, Well, Well, Montour Run, Borough Line, Pittsburgh & Lake Erie Railroad"
17v07p36,Coraopolis,Plate 36,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Coraopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poplar al, Fawcett ave, Wilson pl, Sylvan ave, McCabe ave, Rose st, Grant st, Prospect st, Mt Vernon ave, West End ave, Riverview ave, Spruce al, Center st, Chestnut st, Neely Heights ave, Thorn st, Alder al, Chess st, Locust st, Watt st, Wood st, Kendall st, Walnut al, Mill st, Sycamore al, Mulberry st, Sumac al, Broadway, Brook st, Milton st, State ave, School st, Elm al, Fourth ave, Fifth ave, Pine al, Woodlawn dr, Forest st, Forest ave, Vance ave, Ridge ave, Hiland ave, Woodland st, Main st, Watson st, Third ave, Oak al, Vine al, Birch al, Vesta st, Sixth ave, Fleming st, Second ave, First ave, Pennsylvania ave, River ave, Hazel ave, Montour st, Arch st, Maple st, Seventh ave ","Pittsburgh & Lake Erie Railroad (New York Central & Hudson River Railroad), Well, Ward Line, Ward Line, Ward Line, Well, Well, Well, Steps, Well, McCabe's Run, Harbor Line, Well, Well, Well, Well, Well, Well, Well, Well, Ohio River"
1872p019,"Original Plan of Pittsburgh, 3rd Ward Pittsburgh",Plate 19,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Downtown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chestnut st, Adams st, Noblestown Plank rd, Washington turnpike, Coal way, Thompson's way, Pittsburgh & Noblestown Plank rd, Sarah st, Oneida st, High st, West Carson st, Meridan st ",Ohio
1872p025,"5th, 7th & 8th Ward",Plate 25,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Downtown,Allegheny County (Pa.),Pittsburgh,Crawford-Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"William st, Kirkpatrick st, Rail Road st, High st, Carson st, Bailey ave, Sarah ave, Lewis st, 29th st, Bigham st, Maria ave, Union st, Spring st, Washington st, St Clair st, Leslie st, New Washington rd, Lowon st, Neville st, Virginia st, Woodville st, Dilworth, Gray st, Bertha st ",
1872p032,9th & 10th Ward,Plate 32,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Strip District,Allegheny County (Pa.),Pittsburgh,Crawford-Roberts,Allegheny County (Pa.),Pittsburgh,Bedford Dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Main st, Hill st, Fourth st, Liberty st, Bridge st, Clay st, Penn st, Birmingham ave, Union st, Walnut ave, Steven st, McLain ave, Brownsville rd, North st, Perry st, Lilian st, South st, Locust ave, Washington st, Beltzhoover ave, Cherry al, Leckey ave, Preble ave, Anderson st, Third st, Poplar al, Second st, Strawberry ln, Maple al, S Canal st, Beaver ave, Shady ave, Chestnut rd ","German United Evangelical Cemetery, Allegheny"
1872p036,11th & Part of 13th Ward,Plate 36,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Crawford-Roberts,Allegheny County (Pa.),Pittsburgh,Terrace Village,Allegheny County (Pa.),Pittsburgh,Bedford Dwellings,Allegheny,Pittsburgh,Middle Hill District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler turnpike, Perry st, Ohio st, Bridge st, Vinal st, H, Market st, McFadden st, River ave, Ravine st, Troy Hill rd ","Cemetery, Catholic Cemetery, Troy Hill Cemetery, German United Evangelical Protestant Cemetery, Herr's Island, Public Park, Reservoir, Monongahela"
1872p061,18th & 19th Wards,Plate 61,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Central Lawrenceville,Allegheny County (Pa.),Pittsburgh,Upper Lawrenceville,Allegheny County (Pa.),Pittsburgh,Stanton Height,Allegheny,Pittsburgh,Morningside,Allegheny County (Pa.),Pittsburgh,Highland Park,Allegheny County (Pa.),Pittsburgh,Bloomfield,Allegheny County (Pa.),Pittsburgh,Friendship,Allegheny County (Pa.),Pittsburgh,East Liberty,Allegheny County (Pa.),Pittsburgh,Larimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9th st, Denniston ave, O'Hara st, Hill st, Short al, Joseph st, Orphans ave, Township rd, Meadow st, Run st, Hailman st, Landwehr st, Oak st, Washington st, Scott st, Beitler st, Shakespeare st, William st, Wilson st, Torrens st, Liberty st, Enterprise st, Finley st, Lake st, Lincoln ave, Centre st, Butler st, Centre ave, Fifth ave, William st, Spring st, Park st, Finley st, Allequippa ave, Puckety rd, Hiland ave, Frankstown ave, Plum st, Negley st, Union st, Collins ave, Spring st, Shady ave, Ross st, East st, Penn ave, Broad st, Rural ave, Hoeveller st, Heberton st, Margaretta st, Coon st, Friendship ave, Jackson st, Baum st, 8th st, Roup st, 7th st, 6th st, Franklin st, 4th st, Larimer ave, Eva st, Marietta st, Rebecca st, Eleanor st, Berlin st, Negley ave, Ellsworth ave, 5th st",
1872p104,"Borough of Birmingham, East Birmingham",Plate 104,1872,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowards al, Old ave, L & B's al, Watson st, Shingiss st, Cooper st, Magee st, Hill st, Moffitt al, Boyd st, Eagle st, Vicroy st, Isabella st, Maria st , Linden st, Stevenson st, Pride st, Chestnut st , Oakland and East Liberty Street pass, Cross st, Marion st, Van Braam st, Miltenberger st, 2nd ave, Locust st, Ann st, Fifth ave, Try st, Gas st, Greenough st, Brewery st, Forbes st, Pittsburgh and Ormsby pass ","Catholic Grave Yard, Burying Ground, Monongahela"
20090121-hopkins-0009,"Part of Swissvale, Braddock Twp",Plate 7,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Swissvale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forward ave, Swissvale ave, Aurelius ave, Oak Grove ave, Lucille st, Raymond st, Monument al, Whipple st, Evergreen al,  Michigan ave, Orchid al, Harrison ave, Monarch al, Euclaire ave, Nevada ave, Homestead st, Cash al, Commercial st, Blackhawk st, Pitt st, Aurora st, Lewis st, Irvine ave, Monongahela ave, Washington ave, Palmer st, Juanita ave, Locust ave, Westmoreland ave, Dickson st, Noble St, Rail Road st, Braddock rd, Noble st, Duquesne ave, Township rd, Agnes st, Arthur st, Helen st, Ohio st, Claire st","Monongahela River, Pittsburgh McKeesport & Youghiogheny Railroad, Baltimore & Ohio Railroad, Pennsylvania Railroad"
20090121-hopkins-0011,Rankin,Plate 9,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Rankin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agnes st, Monongahela st, New Township rd, Oak al, Gum al, Climan al, Gas st, Gas al, Railroad al, Page st, Miller st, Harriet st, Brown al, Winter al, Pittsburgh and Braddock turnpike, Autumn al, Adams st, Hawkins ave, Fourth ave, Fifth ave, Sixth ave, Mound st, Patterson ave, Corey ave, Run al, Comrie st, Camp ave, Swissvale ave, Short st, North Holland ave, Division al, Turnpike st, 3rd st, 2nd st, 1st st, Holland ave, North Holland ave, Mills ave, Elm al, Camp ave, Maple al,  Halket st, Fleet st, Dale st, Clara st, Braddocksfield rd, Mill al, Mackintosh ave, Ravine st, Adams al, Spring ave, Pennock ave, Spring ave, Ohio st, Third ave, Second ave, First ave, Baltimore ave, Carrie st, Helen st, Chartiers st, Iron al, North shore al, West st","Baltimore & Ohio Railroad, Pittsburgh McKeesport & Youghiogheny Railroad, Monongahela River, Pennsylvania Railroad, Carrie Furnace Company,"
20090121-hopkins-0012,Part of Braddock,Plate 10,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Braddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills ave, Elm al, Holland ave, Second st, Maple ave, Fourth st, Fifth st, Maple ave, Charles al, Corey st, Center ave, Union al, Sixth st, Braddock ave, Lillie ave, Margaretta ave, Patrician st, Parker ave, Orchard st, Moody st, Cedar al, Parker ave, Library st, John st, George st, Wood al, Halket ave, Pine al, Talbot ave, Cherry al, Washington ave, McClure st, Grant ave, Ninth st, Eighth st,  Seventh st, Sixth st, Beatt st, Oliver st, Third st, Second st, First st, Cherry al","Monongahela River, Pittsburgh McKeesport  & Youghiogheny Railroad, Pennsylvania Railroad, Braddock Gas Light Company"
20090121-hopkins-0013,Part of Braddock,Plate 11,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Braddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verona st, Kolb al, Cemetery al, Braddock ave, Frazier st, Yew al, Railroad Avenue al, Robinson st, Wood st, Spring st, Wood al, Halket ave, Talbot ave, Cherry al, Saint Clair st, Washington ave, Twelfth st, Eleventh st, Ninth st, Willow al, Thirteenth st, Water st, Monongahela ave, Pine al, Halket ave, Water st,","Monongahela River, Braddock Electric Railroad, Baltimore & Ohio Railroad, Braddock and Turtle Creek Railroad, Pennsylvania Railroad, Roman Catholic Cemetery, Pittsburgh McKeesport & Youghiogheny Railroad"
20090121-hopkins-0020,"Port Perry, Bessemer",Plate 18,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Braddock,,Allegheny County (Pa.),East Pittsburgh,,Allegheny County (Pa.),North Versailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water st, Washington ave, St Clair st, Talbot ave, Pine al, Wood al, Thirteenth st, Braddock ave, Spring st, Wood st, Bessemer st, Cliff st, Bessemer ave, Myers st, Pennsylvania ave, Coal st, Third st, Jefferson st, Madison st, First st, Franklin st, Morrison al, Monroe st, Jackson st, Mill st, Washington st, Water st, Stanton st,","Turtle Creek, Baltimore & Ohio Railroad, Pittsburgh McKeesport & Youghiogheny Railroad, Monongahela River, Union Railroad Company, Pennsylvania Railroad, Pittsburgh Braddock Electric Railroad"
20090121-hopkins-0027,Part of North Versailles,Plate 25,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),North Versailles,,Allegheny County (Pa.),Wilmerding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coal st, Jefferson st, First st, Second st, Third st, Water st, Madison st, Morrison's al, Monroe st, High st, Washington st, Mill st, Adams st, Jackson st, Sunnyside ave, Bluff st, Boundary st, Bessemer ave, Braddock ave, Cable ave, Beech st, Electric ave, Hillside st, Greensburg ave, Walnut st, Elter st, Hill st, Township rd, Ann st, Versailles ave, Station st, Bank st, Fourth st, Spring ave, Ioge ave, East st, Montgomery, Markle ave, Tintsman ave, Kline ave, High st, Penn ave, Homer ave, Elma st, Lloyd ave, Cornelia st, Pitcairn ave, Rebecca st, Mary st, Eleventh st, Tenth st, Ninth st, Eighth st, Seventh st, Sixth st, Fifth st, Fourth st, Air Brake ave, Middle ave, Maple ave, Private al, Bella st, Lavern ave, Howard ave, Patton st, Station st, Summit ave, Western ave, Lidie St, Morningside ave, George st, Card ave, Brown st, Caldwell ave, Orient ave, Concourse, Victoria ave, Welsh ave, Marguerite ave, Wall ave, Commerce st, Herman ave, Clara st, Annie st, Morelle ave, Mystic ave, Grove st, Playford ave, Sarah st, Helena ave, Hawk al, Alva al, Lecanto ave, Clifton ave, Norvella al, Tola al, Sylvan ave, Rosewood al, Ogala st, Josephine ave, Alcote ave, Florence ave, De Sota st, Short st, Punta Gorda ave, Argo al, Seminole st, Poala al, Largo al, Carson st, Broadway, Orchid al, Dayton al, Greensburg ave, Chicago al, Melrose ave, Santos st, School st, Alofia al, Miami st, Oriole ave, Wilmerding ave, Ludwick st, Leslie st, Hilda ave, Upsala al, Coal al","Monongahela River, Turtle Creek, Pennsylvania Railroad, Port Perry Branch of the Pennsylvania Railroad, Turtle Creek Valley Railroad, Pittsburgh McKeesport & Youghiogheny Railroad, Baltimore & Ohio Railroad"
20090121-hopkins-0028,Part of North Versailles,Plate 26,1895,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),North Versailles,,Allegheny County (Pa.),McKeesport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilda ave, Largo al, Broadway, Ludwick st, Leslie st, Gotha al, Wilmerding ave, Vine st, Chestnut st, Cliff st, Linden st, Bowman ave, Parkway, Cronemeyer ave, Gas al, Stone al, Cliff ave, Highland ave, Wilson st, Hill ave, William ave, Wallace ave, Fifth ave, Ford st, Boyd al, Wabash ave, Township rd, Pierce st, Turner st, Clark st, Washington ave, Prospect ave, George st, Fairview ave, Eureka al, Short st, Stewart al, Smith st, Dittman al, Lincoln al, Leonard st, Spring st, Alm st, Markey st, Rath al","Monongahela River, Baltimore & Ohio Railroad, Pittsburgh McKeesport & Youghiogheny Railroad, McKeesport and Wilmerding Electric Railroad"
20090204-hopkins-0003,Part of Boro of Sewickley,Plate 1,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Sewickley (Borough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry st, Pine ave, Grant st, Linden ave, Thorn st, Beaver st, Caldwell ave, River st, Chestnut st, Maple st, Bank st, Broad st, Walnut st, Elwick st, Frederick ave, Emery st, Henry ave, Grove st, Grimes st, Centennial st, Elizabeth st, Thomas al, Kerr al, James al, Murray st, Fife st, Try st, Young st, Green st, Harbaugh st, Washington st, Hopkins st, Thorn st, Mechanic st, Logan st, Straight dt, Lake st, Hill st, Nevin st, Peeble st, Boundary st","Ohio River, Pittsburgh, Fort Wayne, & Chicago Railroad, Sewickley Station, Sewickley Water Works, Quaker Valley Station, Sewickley Academy"
20090204-hopkins-0004,"Part of Osborne Boro, Aleppo Twp",Plate 2,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Glen Osborne (Borough),,Allegheny County (Pa.),Alleppo (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary st, Beaver st, Center st, Rail Road ave, Beaver rd, Fernale ave, Sherbrooke ave, Riverview ave, Orchard way, Leetwood ave, Haywood ave, Woodlawn ave, Ingleside ave, Parkway, Merwyn ave","Sewickley Water Works, Ohio River, Reservoir, Glen Mawr Park, Pittsburgh, Fort Wayne & Chicago Railroad, Osborne Station, Haysville Station"
20090204-hopkins-0005,"Parts of Glenfield Boro, Aleppo Twp",Plate 3,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Glenfield (Borough),,Allegheny County (Pa.),Alleppo (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherbrooke ave, Orchard way, Rhoads ave, Graham st, South ave, Ferndale ave, Sherbrooke ave, Township rd, Prospect ave, Westview ave","Ohio River, Pittsburgh, Fort Wayne & Chicago Railroad, Haysville Station, Agnew Station"
20090204-hopkins-0006,"Part of Boro of Glenfield, Aleppo Twp",Plate 4,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Glenfield (Borough),,Allegheny County (Pa.),Alleppo (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver ave, Conrad st, Riverview st, Center ave, Bridge st, Kilbuck ave","Ohio River, Pittsburgh, Fort Wayne & Chicago Railroad, Glenfield Station,"
20090204-hopkins-0008,Part of Kilbuck Twp,Plate 6,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Emsworth (Borough),,Allegheny County (Pa.),Killbuck (Township),,Allegheny County (Pa.),Ben Avon (Borough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walnut st, Duff ave, Planfield st, Huntington ave, Beaver ave, Meadow ave, Pennsylvania ave, Allegheny ave, Kilbuck ave, Grove ave","Ohio River, Pittsburgh, Fort Wayne & Chicago Railroad, Western Pennsylvania Insane Hospital, No Pike Run, Lowrie's Run, Dixmont Station"
20090204-hopkins-0009,Part of Kilbuck Twp,Plate 7,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Emsworth (Borough),,Allegheny County (Pa.),Killbuck (Township),,Allegheny County (Pa.),Ben Avon (Borough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walnut st, Gibbs st, Meadow ave, Short st, Pennsylvania ave, Grove ave, Kilbuck ave, Allegheny ave, Pittsburgh ave, Front st, Church st, Terrace ave, Race st, Emsworth ave, Hiland ave, Heron ave, Maple ave, Shady ave, Terrace ave, Helena al, Nero al, Huntington ave, Duff ave, Plainfield st, Allison ave, Hazelwood ave, Wallaston ave, Ivanhoe ave, Greenwood ave, Ohio st, Carolina st, Virginia st, Centre ave, Laurel st, Washington st, Union al, Lincoln ave, Church ave, North ave, Superior ave, Neville ave, Chestnut st, Apple al, Locust st","Ohio River, Pittsburgh, Fort Wayne & Chicago Railroad, Clifton Station, Lowrie's Run"
20090204-hopkins-0011,Boro of Avalon,Plate 9,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Avalon (Borough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravine al, Division st, Marie ave, Delph st, California ave, Charles st, Florence ave, Belva st, Fiske ave, Cleveland ave, Orchard st, Forest st, North side ave, Streeter ave, Spruce st, Spring al, Eugene al, Birmingham ave, Taylor st, Taylor ave, Duff al, Bucking st, Walnut al, Center ave, Frederick st, Peach al, Strawberry al, Hemlock st, School st, Chestnut st, 1st st, 2nd st, 3rd st, Jackman ave, Home ave, Bellevue rd, Oak st, Starr ave, Cherry ave, Middle ave, Semple ave, New Brighton rd, Chester ave, Erdner st, Sylvan ave, Irwin ave, West st, Union st","Avalon Station, Spruce Run, Will Race, Pittsburgh, Fort Wayne & Chicago Railroad, Bellevue Station, Post Office,"
20090204-hopkins-0013,Part of Bellevue,Plate 11,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Ross (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln ave, Thomas ave, Ellsworth ave, Beaver rd, Summer ave, Howard st, Division st, Taylor st, Bryan ave, Washington st, California ave, Fremont st, Jackson Run rd, Davis st, Center st, Crawford ave, Gay al, Davis al, Smith st, Watson ave, Shady ave, Harrison st, Sycamore st, Riverview ave, Hilke st, Staunton ave, Spring ave, Shiloh ave, Irwin ave, Laurel ave, Euclid ave, Jefferson st, Fremont st, Bellevue rd, James st, Miller st, Ridge ave, Cliff st, Meade ave, Madison st, Division st, Sheridan ave, Monroe st, Sherman ave","Masonic Hall, Ohio River, Pittsburgh, Fort Wayne & Chicago Railroad, Jacks Run,"
20090204-hopkins-0020,"Part of Millvale Boro, Reserve Twp",Plate 18,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Reserve (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy Hill rd, Herber al, Galvin st, Edison st, Tesla st, Ohm st, Reis st, Volta st, Henry al, Amphere st, Morse al, Houston st, Logan st, Short st, Vine st, Grand View st, Boundary st, Locust st, Bayne st, Randall st, Blaine st, Cleveland st, Harrison st, Arlington st, Summit st, Butler Plank rd, Feilback st, Rambo al, Herr st, Spring Garden ave, Leety ave, Wickline ln, Spring Garden ave, Borough st, Laurel al, Strawberry al, Beckert st, Troy st, Overhill st, Walter st, Highland st, Thiel st","Allegheny River, Hebrew Cemetery, Episcopal Cemetery, Pittsburgh Allegheny & Millvale Electric Railroad, Pittsburgh &Western Railroad, Willow Grove Station, St. Paul's Cemetery,"
20090204-hopkins-0021,"Part of Boro of Millvale, Shaler, Reserve Twps",Plate 19,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Millvale (Borough),,Allegheny County (Pa.), Shaler (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton ave, Howard st, Troy st, Spring st, Robert st, Beckert st, Spring al, Clara st, Gerwig st Cliff st, Siegel st, Irwin st, North st, Hill st, William st, Sample st, Davis al, Hooker st, Fremont st, Farratgut st, Evergreen Plank rd, Sherman st, Grant ave, Hans al, Lincoln ave, Lyon al, Butler Plank rd, Rambo al, Feilback st, Herr st, Mary st, High st, Logan st, Shoop st, Troy Hill rd, Gartner al, Summit st, Arlington st, Harrison st, Cleveland st, Blaine st, Randall st, Bayne st, Locust st, Boundary st, Grand View st, Vine st, Short st","Allegheny River, Pittsburgh & Western Railroad, Baeuerlein Brewing Company, 43rd Street Bridge, St. Antonius School, St, Antonius Church, Reed Foundry Company,"
20090204-hopkins-0022,"Part of Millvale Boro, Shaler Twp",Plate 20,1897,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Millvale (Borough),,Allegheny County (Pa.), Shaler (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen Hamlet rd, Aetna st, Walker st, Henry st, Ridge st, Christian st, Colton st, Joseph st, Fox al, Friday st, Mathilda st, Park st, Patrick st, Gray al, Lawrence st, Union al, Sample st, Frankford st, Arsenal st, Martha st, Cooper al, Cross al, Walnut st, Grove al, David st, Frederick ave, William st, O'Brien st, Long al, Spring st, Shaler st, Grant st, Forest st, Oak st, Rue al, Klopfer st, Spring al, Brown al, Green al, St Peter st, Charles st, Hiram st, E st, D st, B ave, A st, B ave, Millvale and Etna ave, M ave, L st, K st, F st, Township rd, I st, N st","Allegheny River, Western Pennsylvania Railroad, Girty's Run, Pittsburgh Northern Street Railroad, Pittsburgh Millvale & Allegheny Electric Railroad, Hebrew Cemetery,"
